zid,pid,tid,vote,weight_x_32767,created
29,1057,8,-1,0,1729752818693
31,636,5,-1,0,1729752830422
31,636,1,0,0,1729752837073
29,1059,9,1,0,1729753522246
28,765,13,-1,0,1729754438874
31,640,2,0,0,1729755131815
34,955,2,-1,0,1729755143485
30,2267,6,-1,0,1729756024673
29,1065,7,-1,0,1729756534888
29,1069,4,1,0,1729757122677
29,1071,4,-1,0,1729757763379
30,2279,3,-1,0,1729757770472
34,966,5,-1,0,1729759323962
30,2292,5,-1,0,1729760587897
28,774,10,0,0,1729762192292
30,2309,2,-1,0,1729763246173
28,778,1,0,0,1729763738993
30,2311,0,1,0,1729763760473
34,972,4,0,0,1729764299152
30,2317,5,-1,0,1729764315373
30,2317,4,0,0,1729764321218
31,656,0,-1,0,1729765028885
34,975,7,-1,0,1729766167960
30,2326,4,-1,0,1729766831457
34,979,2,-1,0,1729767462500
29,1096,1,-1,0,1729767476270
30,2332,1,-1,0,1729768011457
26,758,4,-1,0,1729768012111
31,664,1,1,0,1729768358920
31,664,2,0,0,1729768366074
29,1101,9,0,0,1729769189995
30,1714,6,-1,0,1729730376378
30,1731,4,-1,0,1729730377072
31,474,1,1,0,1729730388680
30,1730,4,-1,0,1729730390583
30,1732,6,-1,0,1729730392876
30,1698,2,-1,0,1729730393172
29,754,8,0,0,1729730402273
29,773,10,1,0,1729730402373
30,1735,2,-1,0,1729730404478
29,779,5,-1,0,1729730429473
30,1720,4,0,0,1729730429590
30,1745,2,-1,0,1729730433586
30,1707,4,-1,0,1729730435577
26,527,3,-1,0,1729730436776
30,1707,0,-1,0,1729730437694
30,1707,1,-1,0,1729730437876
28,603,15,0,0,1729731006974
29,835,9,0,0,1729731007877
30,1855,1,0,0,1729731009076
34,817,8,-1,0,1729731246974
30,1895,6,-1,0,1729731247297
30,1890,2,0,0,1729731256276
26,597,3,-1,0,1729731256574
28,623,6,1,0,1729731260174
29,861,7,1,0,1729731262976
34,802,2,0,0,1729731266077
28,615,3,-1,0,1729731268485
26,622,0,-1,0,1729731698682
29,879,8,-1,0,1729731700373
34,831,11,0,0,1729731704581
30,1932,4,0,0,1729731707972
28,651,7,0,0,1729732256376
34,847,9,0,0,1729732258515
28,654,1,-1,0,1729732262576
29,910,4,0,0,1729732267772
28,654,17,1,0,1729732269072
28,650,2,1,0,1729732272734
28,653,8,0,0,1729732275976
29,910,10,1,0,1729732283851
31,539,7,-1,0,1729732301311
29,903,10,0,0,1729732301742
28,655,13,-1,0,1729732304680
28,653,6,0,0,1729732309194
28,652,0,-1,0,1729732312572
26,628,5,-1,0,1729732321980
28,666,2,1,0,1729732955748
30,1997,4,-1,0,1729732960947
30,1997,3,0,0,1729732966273
31,549,3,1,0,1729732970017
28,668,0,-1,0,1729732982677
30,1997,0,-1,0,1729732986580
29,923,8,-1,0,1729732995890
28,668,9,-1,0,1729732996512
30,2029,3,-1,0,1729734054248
28,681,9,-1,0,1729734073379
28,682,1,0,0,1729734107591
30,2016,3,-1,0,1729734114577
30,2033,1,-1,0,1729734130971
31,562,5,-1,0,1729734134401
31,562,6,-1,0,1729734146793
30,2033,6,-1,0,1729734155712
34,870,4,1,0,1729734164773
34,866,2,0,0,1729734176416
30,2033,0,-1,0,1729734178073
30,2037,6,-1,0,1729734185989
34,871,2,0,0,1729734193874
30,2055,6,-1,0,1729734951877
26,660,2,0,0,1729734954296
28,699,5,-1,0,1729736000245
29,976,4,-1,0,1729736705199
28,704,9,-1,0,1729737253643
28,711,5,0,0,1729738053473
30,2119,3,-1,0,1729738632976
30,2123,4,-1,0,1729739288834
28,719,5,0,0,1729739818673
26,699,5,-1,0,1729740657577
26,699,3,-1,0,1729740672691
26,699,6,-1,0,1729740676974
28,725,0,-1,0,1729741542835
30,2130,6,0,0,1729741547973
34,916,6,1,0,1729742175085
34,917,4,-1,0,1729742820276
34,922,3,1,0,1729743600588
28,736,0,1,0,1729744204474
28,740,4,0,0,1729744915562
29,1028,6,0,0,1729744930441
28,740,17,0,0,1729744940286
29,1031,1,1,0,1729745657278
29,1034,9,-1,0,1729746387233
31,624,4,1,0,1729747045791
29,1037,9,1,0,1729747799497
30,2219,1,0,0,1729748660665
30,2226,6,-1,0,1729749622873
29,1040,9,1,0,1729749655277
34,941,5,-1,0,1729750251327
28,757,1,0,0,1729750911350
29,1047,10,1,0,1729751668573
34,948,3,-1,0,1729752241274
29,1049,3,-1,0,1729752254517
28,761,8,1,0,1729752258501
28,762,8,-1,0,1729752751680
29,1059,7,1,0,1729753533173
34,954,6,-1,0,1729754442217
29,1063,2,-1,0,1729755132373
26,739,3,-1,0,1729756025877
29,1065,4,-1,0,1729756551173
34,962,9,0,0,1729757124004
30,2279,1,-1,0,1729757766874
34,966,8,-1,0,1729759349482
30,2292,2,1,0,1729760593071
34,968,11,-1,0,1729762192685
28,776,11,0,0,1729763255782
28,778,5,0,0,1729763748191
29,1086,0,0,0,1729764299204
30,2318,3,-1,0,1729765074272
34,975,9,0,0,1729766170707
30,2326,0,-1,0,1729766841582
34,979,0,-1,0,1729767467276
30,2332,2,-1,0,1729768014678
31,664,0,-1,0,1729768360773
26,761,7,-1,0,1729769280396
34,982,10,0,0,1729769731875
28,791,9,-1,0,1729770127875
26,764,0,-1,0,1729770740477
30,2359,0,1,0,1729771104204
30,2362,6,-1,0,1729771417682
26,766,4,-1,0,1729771424911
26,766,5,-1,0,1729771426873
30,2366,0,0,0,1729771758398
30,2366,3,0,0,1729771776580
29,1110,5,0,0,1729771811425
28,794,2,1,0,1729771952077
28,794,8,0,0,1729771962818
26,767,6,-1,0,1729771992122
26,767,5,-1,0,1729771999707
34,987,11,1,0,1729772212605
30,2374,3,-1,0,1729772226496
28,798,10,-1,0,1729772488292
28,797,17,-1,0,1729772500182
28,798,3,0,0,1729772533578
34,990,9,1,0,1729772537285
28,797,8,0,0,1729772550273
29,1121,2,1,0,1729772558698
28,800,4,-1,0,1729772561747
29,1121,10,1,0,1729772562755
29,1121,6,-1,0,1729772578422
31,670,6,-1,0,1729772594380
26,770,1,1,0,1729772608273
30,2340,4,-1,0,1729772617837
31,671,3,-1,0,1729772624963
31,671,0,-1,0,1729772627174
31,672,2,-1,0,1729772902375
34,992,4,0,0,1729773077674
30,2381,6,0,0,1729773284483
28,803,17,0,0,1729773290811
29,1123,4,-1,0,1729773293185
28,803,0,-1,0,1729773302979
30,1730,0,1,0,1729730376487
29,778,10,0,0,1729730387597
30,1724,3,-1,0,1729730391591
30,1734,4,-1,0,1729730394995
26,521,7,-1,0,1729730395188
30,1698,1,-1,0,1729730395272
29,779,4,-1,0,1729730395992
29,775,3,-1,0,1729730396074
26,520,0,-1,0,1729730397698
30,1736,3,1,0,1729730400580
30,1735,0,-1,0,1729730401176
34,748,4,-1,0,1729730402599
31,477,4,1,0,1729730409376
29,742,8,0,0,1729730417678
30,1741,0,0,0,1729730428576
30,1732,4,0,0,1729730432573
26,531,2,-1,0,1729730435787
29,784,2,-1,0,1729730436997
29,776,0,-1,0,1729730437574
34,753,9,1,0,1729730444201
34,801,9,1,0,1729731007074
26,579,6,-1,0,1729731007673
30,1869,6,-1,0,1729731010077
28,604,1,0,0,1729731015073
28,610,10,-1,0,1729731248504
29,856,7,0,0,1729731250326
30,1900,1,-1,0,1729731254484
28,616,16,-1,0,1729731254581
28,624,13,-1,0,1729731258190
28,610,0,0,0,1729731260375
31,509,0,0,0,1729731260432
26,599,1,-1,0,1729731261281
30,1885,6,-1,0,1729731261675
31,532,3,-1,0,1729731710287
29,884,7,-1,0,1729731711792
30,1936,3,-1,0,1729731717973
29,886,1,-1,0,1729731719773
28,636,2,1,0,1729731720375
30,1934,4,-1,0,1729731726079
29,887,9,-1,0,1729731734443
29,890,10,-1,0,1729731737374
29,862,8,-1,0,1729731739778
31,532,6,-1,0,1729731740590
30,1938,2,1,0,1729731743790
30,1937,4,-1,0,1729731745875
29,884,1,-1,0,1729731748182
29,889,3,-1,0,1729731749787
28,640,2,1,0,1729731765372
30,1969,0,0,0,1729732292692
31,540,6,-1,0,1729732307177
28,656,3,-1,0,1729732308994
30,1968,2,-1,0,1729732315525
28,650,13,-1,0,1729732321273
28,653,2,0,0,1729732325290
29,903,1,-1,0,1729732326894
28,666,8,-1,0,1729732958574
28,664,5,-1,0,1729732962003
28,666,9,-1,0,1729732971323
28,658,1,0,0,1729732985481
34,856,2,-1,0,1729732991573
28,661,13,0,0,1729732996881
28,666,0,1,0,1729733017794
30,1999,3,0,0,1729733036086
28,682,8,0,0,1729734056092
30,2030,1,-1,0,1729734079460
26,659,1,-1,0,1729734955187
30,2075,6,-1,0,1729736009591
34,880,7,-1,0,1729736023686
30,2075,2,0,0,1729736032148
30,2075,5,0,0,1729736041573
30,2087,0,-1,0,1729736707779
29,983,0,0,0,1729737261671
29,983,9,0,0,1729737270474
29,983,2,-1,0,1729737290173
30,2097,5,-1,0,1729737309392
28,704,11,0,0,1729737317386
30,2097,6,0,0,1729737330206
28,712,10,-1,0,1729738059311
30,2119,1,-1,0,1729738642813
29,994,4,-1,0,1729738644205
30,2123,0,-1,0,1729739289404
30,2130,5,-1,0,1729739829399
29,1007,7,-1,0,1729740658885
26,699,0,-1,0,1729740669074
30,2148,0,-1,0,1729740678408
30,2156,3,0,0,1729741557225
29,1012,8,-1,0,1729741559597
29,1012,4,-1,0,1729741578478
29,1012,9,0,0,1729741587604
30,2158,6,-1,0,1729741587674
30,2159,6,-1,0,1729741599279
30,2157,5,-1,0,1729741607073
30,2157,3,1,0,1729741612688
30,2157,1,1,0,1729741618273
26,703,3,-1,0,1729741621580
34,916,11,1,0,1729742182172
31,611,7,0,0,1729742824193
30,2169,4,-1,0,1729743606584
31,616,0,0,0,1729744218078
29,1028,7,0,0,1729744922881
30,2196,4,1,0,1729745662367
30,2197,5,-1,0,1729745676380
29,1034,1,1,0,1729746394273
31,624,2,-1,0,1729747058500
34,937,4,-1,0,1729747808613
30,2219,2,0,0,1729748666694
29,1042,0,-1,0,1729749624573
29,1041,8,-1,0,1729749651236
34,942,7,-1,0,1729750254296
28,757,17,-1,0,1729750922989
34,945,5,0,0,1729751672428
34,948,6,1,0,1729752246874
30,2249,2,0,0,1729752753276
29,1056,2,0,0,1729752779801
29,1056,1,1,0,1729752824119
31,636,2,-1,0,1729752841196
29,1057,6,0,0,1729752854691
30,2253,5,0,0,1729753534072
28,765,12,-1,0,1729754443875
28,765,16,-1,0,1729754467373
29,1063,1,-1,0,1729755158086
26,739,4,-1,0,1729756035991
29,1065,1,0,0,1729756590602
34,962,4,0,0,1729757128383
30,2279,2,-1,0,1729757768574
30,2287,1,0,0,1729759358782
30,2292,0,-1,0,1729760598677
30,2302,5,-1,0,1729762201674
34,968,6,1,0,1729762220594
28,776,6,-1,0,1729763268887
28,778,0,-1,0,1729763751073
28,778,9,1,0,1729763763173
29,1085,8,-1,0,1729763785854
29,1085,5,0,0,1729763793073
34,972,10,0,0,1729764317373
30,2319,4,-1,0,1729765159174
34,975,3,0,0,1729766172686
29,1093,1,0,0,1729766842488
34,979,4,-1,0,1729767473801
34,981,3,0,0,1729768038375
29,1100,8,1,0,1729768368872
30,2340,0,-1,0,1729769302977
34,982,7,-1,0,1729769739136
34,984,7,-1,0,1729770134908
28,791,2,0,0,1729770152188
30,2356,0,-1,0,1729770741895
30,2359,6,-1,0,1729771111371
26,766,2,-1,0,1729771418174
26,766,7,-1,0,1729771422858
30,2362,1,-1,0,1729771431788
30,2365,5,0,0,1729771765625
29,1110,4,-1,0,1729771774872
29,1109,3,-1,0,1729771780674
29,1111,1,0,0,1729771958779
26,767,1,-1,0,1729771996974
30,2371,1,-1,0,1729772002274
30,2374,1,0,0,1729772218380
34,745,4,1,0,1729730377873
29,773,9,0,0,1729730377973
29,775,9,-1,0,1729730389472
26,520,6,0,0,1729730390214
30,1698,0,0,0,1729730391118
30,1735,1,-1,0,1729730396877
30,1734,1,-1,0,1729730398572
30,1737,2,0,0,1729730400983
31,477,2,-1,0,1729730402083
26,527,6,-1,0,1729730403972
29,776,9,0,0,1729730404776
30,1733,5,-1,0,1729730404975
30,1738,3,1,0,1729730404999
30,1732,5,0,0,1729730406275
34,741,9,-1,0,1729730407682
30,1730,6,0,0,1729730409584
31,478,2,-1,0,1729730409877
26,528,6,-1,0,1729730411374
29,782,5,-1,0,1729730416674
30,1741,3,1,0,1729730419188
30,1742,2,-1,0,1729730420393
30,1743,4,-1,0,1729730421886
29,779,7,0,0,1729730422290
30,1736,2,-1,0,1729730425574
30,1734,6,-1,0,1729730425672
34,748,9,-1,0,1729730428888
29,769,2,-1,0,1729730431172
30,1707,3,-1,0,1729730436390
30,1736,5,1,0,1729730438473
34,752,2,0,0,1729730439685
28,581,10,0,0,1729730443276
30,1865,4,-1,0,1729731008883
29,827,6,-1,0,1729731012895
30,1856,6,-1,0,1729731017784
26,582,4,1,0,1729731018304
30,1867,2,-1,0,1729731018454
30,1871,2,-1,0,1729731018960
28,604,12,-1,0,1729731020504
29,847,7,0,0,1729731250492
30,1899,6,-1,0,1729731253537
31,531,1,0,0,1729731710828
26,614,3,0,0,1729731718879
30,1936,6,-1,0,1729731721984
30,1969,4,0,0,1729732309191
31,539,6,-1,0,1729732310976
28,667,14,1,0,1729732976773
30,1997,6,-1,0,1729732981673
28,661,12,-1,0,1729732986881
28,681,17,0,0,1729734056975
28,682,12,-1,0,1729734079577
30,2030,5,-1,0,1729734092974
34,866,10,-1,0,1729734107878
28,682,2,0,0,1729734109604
30,2032,2,-1,0,1729734110986
30,2027,0,-1,0,1729734114304
30,2059,3,0,0,1729734955384
26,659,7,-1,0,1729734971278
28,688,1,-1,0,1729734979029
34,880,3,-1,0,1729736014193
29,976,9,-1,0,1729736709355
28,704,16,-1,0,1729737266879
28,711,1,-1,0,1729738061330
34,728,8,1,0,1729738646200
30,2123,6,-1,0,1729739289808
30,2123,2,-1,0,1729739291173
29,997,2,0,0,1729739305928
28,719,16,0,0,1729739831713
31,602,5,0,0,1729740661883
30,2147,2,-1,0,1729740678755
29,1015,10,1,0,1729741565586
29,1012,2,1,0,1729741571989
34,916,9,1,0,1729742189772
31,611,1,-1,0,1729742826375
31,611,6,-1,0,1729742832474
34,923,6,-1,0,1729743607173
30,2169,0,-1,0,1729743610590
31,616,6,0,0,1729744222986
28,740,15,-1,0,1729744924274
29,1031,9,-1,0,1729745665557
30,2210,6,-1,0,1729746396787
31,624,3,-1,0,1729747065173
34,937,7,0,0,1729747822383
30,2219,0,-1,0,1729748678276
30,2226,3,1,0,1729749632174
29,1041,4,-1,0,1729749647896
34,941,7,-1,0,1729750262573
28,757,15,-1,0,1729750938042
31,632,3,1,0,1729751676186
28,761,2,0,0,1729752251073
30,2249,6,-1,0,1729752755991
29,1059,3,-1,0,1729753540754
28,765,10,-1,0,1729754449559
28,765,1,-1,0,1729754453075
34,955,10,-1,0,1729755162771
26,739,0,-1,0,1729756046173
30,2271,4,-1,0,1729756594394
34,962,7,0,0,1729757132883
29,1068,8,-1,0,1729757149511
29,1071,1,0,0,1729757775313
34,966,3,0,0,1729759370878
30,2292,4,-1,0,1729760602286
34,968,2,-1,0,1729762209279
28,776,8,0,0,1729763272104
29,1085,0,-1,0,1729763754716
34,972,0,0,0,1729764326876
30,2319,3,-1,0,1729765163284
34,975,6,-1,0,1729766181479
30,2326,1,0,0,1729766846946
29,1096,10,1,0,1729767480673
34,981,9,-1,0,1729768042995
31,664,4,0,0,1729768371337
28,789,15,-1,0,1729769353472
34,982,8,-1,0,1729769742237
29,1105,1,0,0,1729770140775
28,792,12,-1,0,1729770750272
28,792,16,0,0,1729771119859
30,2362,4,-1,0,1729771422541
26,766,1,-1,0,1729771428581
30,2362,3,-1,0,1729771434736
30,2366,4,0,0,1729771766447
29,1111,2,0,0,1729771968595
26,767,2,-1,0,1729771969388
30,2374,0,-1,0,1729772222795
34,987,7,0,0,1729772228673
29,1116,5,0,0,1729772492074
28,798,5,-1,0,1729772496140
28,798,13,0,0,1729772509095
34,990,4,-1,0,1729772511314
34,990,3,-1,0,1729772522884
29,1119,10,1,0,1729772523583
28,797,10,-1,0,1729772525498
34,990,8,-1,0,1729772529388
34,990,7,-1,0,1729772535597
29,1121,5,-1,0,1729772559980
29,1121,8,-1,0,1729772576225
28,799,8,-1,0,1729772580276
29,1121,1,1,0,1729772587673
26,770,7,-1,0,1729772605219
31,671,1,0,0,1729772621808
28,800,5,0,0,1729772633909
31,671,6,-1,0,1729772635953
28,42,5,-1,0,1729772903641
28,42,10,1,0,1729772926174
28,42,4,-1,0,1729772936293
28,42,6,-1,0,1729772944773
29,1122,4,-1,0,1729773079954
30,2380,3,-1,0,1729773288678
30,2380,5,0,0,1729773293786
30,2380,6,-1,0,1729773297769
28,804,13,0,0,1729773438785
28,804,0,-1,0,1729773550000
29,1124,1,-1,0,1729773554738
30,2383,1,-1,0,1729773754873
30,2384,0,1,0,1729773763322
30,2385,0,1,0,1729773990674
30,2386,1,1,0,1729774069278
29,1128,9,0,0,1729774087552
34,744,5,-1,0,1729730378172
26,526,7,-1,0,1729730380272
34,744,3,0,0,1729730382005
30,1726,0,-1,0,1729730384975
34,741,2,-1,0,1729730385681
26,522,7,-1,0,1729730387994
26,521,3,-1,0,1729730390173
29,769,3,0,0,1729730392990
34,745,7,-1,0,1729730393534
29,772,4,-1,0,1729730395497
29,771,5,-1,0,1729730397076
30,1698,5,-1,0,1729730398173
29,758,6,0,0,1729730403177
29,759,3,1,0,1729730403273
29,779,9,0,0,1729730404380
34,743,5,1,0,1729730405174
30,1726,2,0,0,1729730405972
30,1737,0,1,0,1729730407077
31,478,0,-1,0,1729730407691
28,581,13,-1,0,1729730411776
30,1739,6,-1,0,1729730413690
30,1640,2,-1,0,1729730419688
29,772,7,-1,0,1729730425673
29,834,10,0,0,1729731022961
28,623,1,1,0,1729731254880
34,815,10,-1,0,1729731255973
34,816,9,1,0,1729731259931
29,862,3,-1,0,1729731264887
28,609,14,0,0,1729731268774
29,731,3,-1,0,1729731271553
28,609,9,-1,0,1729731276574
30,1900,1,-1,0,1729731277186
30,1895,4,0,0,1729731282396
30,1905,0,-1,0,1729731284694
28,626,10,-1,0,1729731291984
34,817,10,-1,0,1729731300775
28,622,11,-1,0,1729731303993
29,864,2,0,0,1729731305684
30,1901,1,-1,0,1729731316773
29,861,10,1,0,1729731318582
29,866,7,0,0,1729731320453
28,622,7,-1,0,1729731326672
28,623,8,1,0,1729731326982
34,818,4,-1,0,1729731330673
31,515,1,-1,0,1729731333176
29,866,9,-1,0,1729731336283
30,1905,2,0,0,1729731337877
34,820,9,-1,0,1729731337973
34,819,4,1,0,1729731352289
28,623,9,1,0,1729731353978
30,1900,0,1,0,1729731364473
29,866,8,-1,0,1729731365465
30,1909,1,1,0,1729731367291
28,623,10,1,0,1729731369854
30,1907,6,0,0,1729731370273
31,514,5,-1,0,1729731370300
30,1908,0,-1,0,1729731372388
31,519,0,0,0,1729731372572
28,627,2,1,0,1729731377176
29,867,6,0,0,1729731379987
30,1908,5,0,0,1729731380075
28,641,10,0,0,1729731712197
29,886,9,0,0,1729731713775
29,879,10,1,0,1729731718579
29,907,9,0,0,1729732309872
28,656,7,-1,0,1729732314961
29,907,3,-1,0,1729732318179
28,651,15,-1,0,1729732323377
28,656,13,-1,0,1729732326990
34,848,11,0,0,1729732331101
28,655,16,1,0,1729732334648
28,653,16,1,0,1729732336486
34,848,8,1,0,1729732338072
29,911,4,-1,0,1729732347994
31,540,3,0,0,1729732348673
28,654,9,0,0,1729732348873
28,655,3,-1,0,1729732353046
28,654,0,-1,0,1729732353355
34,849,2,-1,0,1729732355986
28,656,16,-1,0,1729732356013
26,629,5,0,0,1729732358475
34,848,2,-1,0,1729732359774
29,926,0,-1,0,1729732989197
34,866,0,-1,0,1729734063919
28,688,4,-1,0,1729734957814
30,2058,1,-1,0,1729734958378
28,695,5,-1,0,1729736016839
30,2075,3,1,0,1729736045217
34,880,5,-1,0,1729736048311
31,577,2,1,0,1729736059568
26,669,4,-1,0,1729736063207
26,669,5,-1,0,1729736071973
34,880,6,-1,0,1729736084257
30,2077,2,0,0,1729736090341
29,976,2,0,0,1729736711871
30,2087,2,-1,0,1729736716378
31,582,1,0,0,1729737272798
28,712,0,-1,0,1729738068474
29,994,8,-1,0,1729738652972
30,2123,1,-1,0,1729739290599
28,717,5,-1,0,1729739300825
31,595,4,-1,0,1729739835583
30,2147,4,1,0,1729740662180
31,602,7,-1,0,1729740682086
29,1015,4,-1,0,1729741568034
30,2156,0,0,0,1729741582631
30,2158,4,1,0,1729741584181
30,2158,0,0,0,1729741594280
31,604,1,-1,0,1729741600008
29,1015,6,-1,0,1729741601872
29,1015,9,-1,0,1729741606077
29,1015,8,-1,0,1729741608572
31,605,0,-1,0,1729741649172
31,604,7,-1,0,1729741649774
31,604,5,-1,0,1729741663468
34,915,6,-1,0,1729741672986
28,727,10,1,0,1729741675613
28,728,17,0,0,1729741687196
30,2162,6,-1,0,1729742192877
31,611,0,0,0,1729742828253
31,611,4,-1,0,1729742836081
30,2169,1,-1,0,1729743616886
28,736,16,-1,0,1729744226927
28,740,1,0,0,1729744930213
30,2197,2,-1,0,1729745667083
29,1031,6,-1,0,1729745687279
30,2210,3,1,0,1729746403197
29,1034,4,-1,0,1729746403282
31,624,1,1,0,1729747069174
30,2217,2,0,0,1729747843507
34,937,11,1,0,1729747854516
28,751,2,0,0,1729748680682
29,1042,10,1,0,1729749632276
31,630,4,1,0,1729750264693
28,757,7,0,0,1729750951396
31,632,1,1,0,1729751681576
34,948,7,1,0,1729752254861
28,761,12,1,0,1729752276731
28,762,4,-1,0,1729752758394
28,762,5,-1,0,1729752786772
29,1056,4,1,0,1729752802257
28,762,11,-1,0,1729752804880
29,1056,10,1,0,1729752811879
29,1057,9,-1,0,1729752829841
30,2253,4,-1,0,1729753544357
34,954,9,-1,0,1729754455495
34,955,8,-1,0,1729755181374
34,956,6,-1,0,1729756053192
30,2271,1,-1,0,1729756603657
29,1069,7,1,0,1729757134780
29,1071,3,-1,0,1729757819582
34,966,10,-1,0,1729759388071
30,2292,1,-1,0,1729760608883
34,968,8,-1,0,1729762211421
34,968,10,1,0,1729762215674
28,776,7,-1,0,1729763281673
28,778,4,1,0,1729763758772
26,521,1,-1,0,1729730378273
29,768,5,-1,0,1729730379199
31,474,2,-1,0,1729730385782
30,1734,2,-1,0,1729730389705
30,1869,1,-1,0,1729731029873
30,1868,0,1,0,1729731031292
34,801,10,-1,0,1729731033504
29,843,7,-1,0,1729731036679
30,1868,5,-1,0,1729731039594
28,606,14,-1,0,1729731041943
30,1861,3,1,0,1729731048580
30,1872,1,0,0,1729731052873
28,614,2,0,0,1729731258096
30,1936,1,-1,0,1729731713925
30,1934,1,-1,0,1729731722172
30,1968,3,-1,0,1729732312096
28,652,9,-1,0,1729732318191
28,655,2,-1,0,1729732323909
34,810,4,-1,0,1729732337076
28,653,8,0,0,1729732343891
28,653,4,-1,0,1729732350473
28,653,14,1,0,1729732354447
28,656,8,-1,0,1729732359772
29,923,1,1,0,1729733007075
28,668,6,-1,0,1729733014180
28,681,1,-1,0,1729734065276
28,682,4,1,0,1729734070240
30,2016,5,-1,0,1729734070832
34,866,9,0,0,1729734083904
28,681,2,1,0,1729734086772
28,682,6,1,0,1729734101073
30,2055,3,0,0,1729734960774
26,659,5,-1,0,1729734964878
28,688,14,0,0,1729734998957
28,690,10,-1,0,1729735049672
30,2061,4,-1,0,1729735068373
31,569,0,0,0,1729735088775
30,2076,5,0,0,1729736017189
30,2075,0,0,0,1729736026582
30,2076,1,-1,0,1729736043446
28,695,4,0,0,1729736099352
30,2087,3,1,0,1729736713479
30,2085,4,-1,0,1729736725805
29,984,3,-1,0,1729737288372
30,2097,1,-1,0,1729737313182
29,983,8,-1,0,1729737317573
28,711,16,0,0,1729738069668
29,994,10,1,0,1729738657781
29,997,9,0,0,1729739290973
31,595,5,1,0,1729739838928
26,699,7,0,0,1729740664023
26,699,2,-1,0,1729740681073
29,1015,1,1,0,1729741584182
34,916,3,-1,0,1729742195386
34,917,11,1,0,1729742832800
30,2169,3,-1,0,1729743619491
31,616,5,-1,0,1729744227275
29,1028,2,0,0,1729744937381
29,1023,8,1,0,1729745693977
29,1034,3,-1,0,1729746410183
31,624,5,-1,0,1729747075374
34,937,3,0,0,1729747845774
28,751,3,-1,0,1729748687089
29,1041,0,-1,0,1729749638273
31,630,3,-1,0,1729750267073
30,2234,0,0,0,1729750952987
34,945,6,-1,0,1729751683128
29,1049,1,-1,0,1729752266204
29,1049,10,0,0,1729752277973
30,2249,3,0,0,1729752758416
29,1059,8,-1,0,1729753550082
28,765,0,-1,0,1729754455922
34,955,0,-1,0,1729755183476
34,956,7,-1,0,1729756062355
30,2271,5,-1,0,1729756609577
34,962,0,0,0,1729757135373
34,962,1,0,0,1729757140698
34,962,8,0,0,1729757152858
29,1071,0,-1,0,1729757824573
34,966,2,1,0,1729759449273
30,2292,3,1,0,1729760613457
30,2302,0,0,0,1729762212935
34,968,7,1,0,1729762226487
28,776,1,1,0,1729763296776
28,778,16,-1,0,1729763768712
30,2311,3,-1,0,1729763776933
30,2317,6,0,0,1729764338041
30,2319,6,-1,0,1729765167294
30,2319,1,-1,0,1729765175510
34,975,4,-1,0,1729766186975
30,2326,5,0,0,1729766854972
29,1096,4,-1,0,1729767487177
34,981,8,-1,0,1729768044942
34,981,6,-1,0,1729768069395
31,664,5,-1,0,1729768375073
30,2341,0,-1,0,1729769364908
34,983,7,-1,0,1729769743607
28,791,6,-1,0,1729770141877
30,2356,3,1,0,1729770754879
28,793,1,-1,0,1729771137072
26,766,0,-1,0,1729771431207
29,1109,7,-1,0,1729771766692
26,767,3,-1,0,1729771975682
28,794,3,-1,0,1729771984215
26,767,7,-1,0,1729771986074
30,2370,0,-1,0,1729772003185
30,2374,4,-1,0,1729772227873
30,2375,6,-1,0,1729772261194
29,1113,7,-1,0,1729772261973
26,769,7,-1,0,1729772274736
34,987,1,1,0,1729772294960
29,1112,4,-1,0,1729772324214
34,989,11,1,0,1729772324389
28,797,4,-1,0,1729772493973
28,798,7,0,0,1729772501097
28,797,6,-1,0,1729772511791
28,797,15,-1,0,1729772546672
31,670,7,1,0,1729772578995
29,1121,0,1,0,1729772580174
31,670,2,-1,0,1729772584247
28,799,4,0,0,1729772586873
31,671,4,-1,0,1729772623583
31,671,2,1,0,1729772629294
28,42,0,-1,0,1729772907460
28,802,11,0,0,1729773108885
30,2380,4,-1,0,1729773290894
28,804,11,0,0,1729773449673
29,1124,9,-1,0,1729773565601
30,2383,2,-1,0,1729773757976
29,1127,5,-1,0,1729773992772
30,2386,4,-1,0,1729774076878
26,772,6,-1,0,1729774135915
26,772,4,-1,0,1729774147373
26,771,1,-1,0,1729774151205
29,1128,0,-1,0,1729774159616
29,1127,0,-1,0,1729774169082
29,1128,6,1,0,1729774171924
29,1130,3,0,0,1729774225981
29,1129,7,-1,0,1729774229279
29,1129,10,1,0,1729774257073
29,1131,6,-1,0,1729774292184
29,1131,3,1,0,1729774316191
29,1131,10,1,0,1729774336479
30,1314,4,-1,0,1729774381173
30,1314,1,1,0,1729774418581
30,1314,6,-1,0,1729774439078
31,676,5,1,0,1729774475195
31,676,4,1,0,1729774526976
34,995,9,0,0,1729774550687
34,995,1,-1,0,1729774565884
34,995,11,-1,0,1729774583397
30,2388,0,0,0,1729774595357
34,995,0,-1,0,1729774600965
29,212,2,0,0,1729774601142
29,212,4,-1,0,1729774604845
29,212,5,-1,0,1729774611515
34,995,5,0,0,1729774621382
30,1726,1,-1,0,1729730378473
29,769,10,-1,0,1729730378573
29,772,3,-1,0,1729730381173
26,518,3,0,0,1729730382985
29,775,1,0,0,1729730384391
29,777,3,1,0,1729730386388
