zid,pid,tid,vote,weight_x_32767,created
34,183,8,0,0,1729330247480
29,157,6,1,0,1729330357688
31,105,4,-1,0,1729330409974
34,185,10,-1,0,1729330423174
30,325,6,-1,0,1729330494082
30,238,2,-1,0,1729311625876
26,86,2,1,0,1729311664305
34,135,10,-1,0,1729312214076
31,74,4,-1,0,1729312224593
30,239,5,-1,0,1729312461415
34,136,3,1,0,1729312593876
28,103,17,-1,0,1729312728284
28,102,1,-1,0,1729312808591
28,103,1,1,0,1729312826407
34,137,8,0,0,1729312979995
29,113,6,0,0,1729313122084
34,139,11,0,0,1729313299884
30,245,6,-1,0,1729313396481
30,237,4,0,0,1729313494175
29,114,4,-1,0,1729313582927
28,106,4,-1,0,1729313789274
30,249,5,0,0,1729313923680
28,107,12,-1,0,1729314153575
30,248,1,-1,0,1729314266492
26,91,0,-1,0,1729315527474
30,251,2,-1,0,1729315550444
30,252,1,-1,0,1729315565896
30,253,3,-1,0,1729315707199
26,93,0,0,0,1729315822680
28,109,5,-1,0,1729315898903
28,109,9,-1,0,1729315911441
29,120,8,-1,0,1729316179820
30,254,0,-1,0,1729316293174
34,143,1,-1,0,1729316452695
31,80,3,1,0,1729316576680
29,121,1,-1,0,1729316587475
31,80,2,1,0,1729316597814
29,121,8,-1,0,1729316604675
29,123,3,-1,0,1729316726412
28,110,8,-1,0,1729316744459
31,81,7,-1,0,1729316888546
28,112,12,-1,0,1729316915251
30,263,1,-1,0,1729317013374
30,262,3,-1,0,1729317020779
29,125,1,-1,0,1729317035274
29,125,5,0,0,1729317039873
30,264,0,-1,0,1729317048990
26,95,3,0,0,1729317054727
29,125,3,0,0,1729317059097
26,95,7,0,0,1729317082982
26,97,1,-1,0,1729317105674
29,126,9,1,0,1729317109923
29,127,7,-1,0,1729317216781
30,265,0,0,0,1729317298177
31,83,7,-1,0,1729317467692
31,83,2,-1,0,1729317486439
30,268,2,0,0,1729317834970
34,147,0,-1,0,1729317959795
34,150,7,-1,0,1729318078877
34,150,5,-1,0,1729318111274
30,269,0,1,0,1729318251719
30,272,5,-1,0,1729318626436
28,114,8,0,0,1729318763989
31,86,5,1,0,1729318916172
34,151,8,-1,0,1729319173474
30,274,1,-1,0,1729319489382
30,275,1,-1,0,1729319772788
34,155,3,-1,0,1729319888274
28,116,11,0,0,1729320049573
28,116,4,-1,0,1729320053074
28,117,8,-1,0,1729320151595
29,131,1,0,0,1729320153474
30,277,5,-1,0,1729320164994
29,131,0,-1,0,1729320175277
34,156,9,0,0,1729320357972
34,156,11,0,0,1729320371662
30,279,4,-1,0,1729320466274
34,157,4,-1,0,1729320560678
29,132,4,-1,0,1729320645791
28,118,10,0,0,1729320796779
31,88,5,1,0,1729320950892
30,284,4,-1,0,1729321604285
31,89,5,0,0,1729321624696
26,102,4,-1,0,1729321794875
30,287,1,-1,0,1729321938718
26,104,1,-1,0,1729322048525
34,161,7,0,0,1729322136434
28,119,14,0,0,1729322157757
34,162,7,-1,0,1729322164179
28,119,8,0,0,1729322174172
28,119,16,-1,0,1729322229427
29,134,4,1,0,1729322238881
28,120,17,-1,0,1729322447375
34,163,5,0,0,1729322733406
30,290,3,-1,0,1729322868906
28,121,1,1,0,1729322967075
28,121,11,1,0,1729323055766
29,135,1,-1,0,1729323258173
30,293,3,1,0,1729323525100
34,165,4,-1,0,1729323732473
28,122,11,-1,0,1729323855745
31,94,0,0,0,1729324301703
30,294,4,-1,0,1729324301740
30,294,0,1,0,1729324306974
34,166,7,-1,0,1729324319754
30,295,1,-1,0,1729324330627
30,296,3,-1,0,1729324389585
28,123,17,-1,0,1729324445589
28,124,0,-1,0,1729324546393
30,297,3,-1,0,1729324682407
30,297,6,-1,0,1729324686402
30,297,5,-1,0,1729324693918
30,300,0,0,0,1729325222792
34,168,7,-1,0,1729325242190
29,140,7,0,0,1729325342467
29,140,5,-1,0,1729325358074
29,141,1,0,0,1729325382472
34,169,6,-1,0,1729325441231
34,169,10,0,0,1729325457403
29,142,2,1,0,1729325700484
28,125,4,-1,0,1729325802881
30,306,4,-1,0,1729325850784
30,307,6,-1,0,1729325853373
34,172,0,-1,0,1729326002978
30,310,0,1,0,1729326268980
29,143,0,1,0,1729326518830
28,126,11,0,0,1729326714197
30,312,4,-1,0,1729326926679
34,175,6,0,0,1729327141577
29,144,5,-1,0,1729327246482
26,109,0,-1,0,1729327338505
26,109,4,-1,0,1729327353172
34,176,3,1,0,1729327433190
34,176,0,-1,0,1729327455078
34,176,9,-1,0,1729327474139
31,101,6,-1,0,1729327629864
29,146,4,-1,0,1729327868578
26,111,7,-1,0,1729328113177
29,148,9,-1,0,1729328244074
29,148,0,-1,0,1729328261347
31,102,6,0,0,1729328274319
29,149,8,-1,0,1729328353775
31,103,1,-1,0,1729328412879
30,318,2,-1,0,1729328960573
26,112,1,1,0,1729329073876
34,181,1,0,0,1729329177451
28,130,3,-1,0,1729329337575
28,130,2,1,0,1729329356774
29,152,6,-1,0,1729329365874
28,130,8,0,0,1729329427176
29,154,8,0,0,1729330009386
29,154,3,1,0,1729330068762
29,154,2,0,0,1729330075933
34,182,1,0,0,1729330177476
29,156,8,-1,0,1729330264878
34,184,2,-1,0,1729330358389
29,158,3,-1,0,1729330413374
28,133,8,1,0,1729330496244
28,133,14,0,0,1729330504373
30,321,2,-1,0,1729330512531
28,134,10,1,0,1729330523076
28,134,3,-1,0,1729330573072
28,99,11,-1,0,1729311627432
34,135,1,-1,0,1729312217373
30,239,0,1,0,1729312465456
28,102,16,-1,0,1729312598886
28,102,3,-1,0,1729312610182
31,75,5,-1,0,1729312728506
28,102,4,-1,0,1729312810884
28,102,10,-1,0,1729312824874
28,102,15,1,0,1729312828873
34,137,3,-1,0,1729312994895
30,242,0,-1,0,1729313125186
29,113,3,0,0,1729313134280
30,242,5,0,0,1729313165786
28,104,14,-1,0,1729313178071
30,244,1,1,0,1729313229484
26,90,7,0,0,1729313307777
34,140,7,0,0,1729313402187
30,237,4,0,0,1729313426304
30,237,3,-1,0,1729313443274
30,237,3,-1,0,1729313498598
29,114,5,-1,0,1729313588560
28,106,8,-1,0,1729313791275
30,249,0,-1,0,1729313926579
28,107,8,0,0,1729314161231
30,248,2,-1,0,1729314268873
34,141,8,0,0,1729315531380
30,253,6,-1,0,1729315711356
26,93,1,-1,0,1729315825179
34,142,3,0,0,1729315903836
29,120,0,0,0,1729316183371
30,254,1,-1,0,1729316294922
34,143,4,-1,0,1729316468077
30,258,5,1,0,1729316604778
30,260,4,0,0,1729316730497
34,144,8,-1,0,1729316757286
30,261,5,-1,0,1729316898389
30,261,2,-1,0,1729316905278
30,264,6,-1,0,1729317016924
30,263,4,0,0,1729317029174
30,263,0,-1,0,1729317031171
26,95,2,1,0,1729317042491
26,96,1,-1,0,1729317072884
26,96,4,-1,0,1729317082650
26,96,2,-1,0,1729317090089
26,97,4,-1,0,1729317096441
29,126,4,0,0,1729317100678
26,96,5,-1,0,1729317102389
29,125,7,-1,0,1729317105409
26,96,6,-1,0,1729317109022
29,127,6,-1,0,1729317231587
30,265,6,-1,0,1729317308215
34,146,4,-1,0,1729317327289
34,146,4,0,0,1729317340373
29,128,6,-1,0,1729317350897
34,146,10,-1,0,1729317358107
34,146,9,-1,0,1729317367079
31,82,6,0,0,1729317386185
31,82,2,1,0,1729317399563
30,267,3,-1,0,1729317416821
31,83,3,-1,0,1729317473176
34,147,9,-1,0,1729317844992
34,148,2,0,0,1729317961982
34,149,6,-1,0,1729318080791
30,271,0,-1,0,1729318252787
31,85,6,-1,0,1729318636291
28,114,4,-1,0,1729318767178
31,86,1,-1,0,1729318918299
34,151,2,0,0,1729319185713
30,274,3,-1,0,1729319498276
30,275,3,-1,0,1729319774574
26,100,6,-1,0,1729319930986
28,117,5,1,0,1729320068486
28,116,3,-1,0,1729320089276
28,116,5,0,0,1729320123183
30,276,6,-1,0,1729320152093
28,117,0,-1,0,1729320166974
34,156,5,0,0,1729320360979
34,157,9,1,0,1729320468286
34,157,0,0,0,1729320564000
29,133,2,0,0,1729320652374
28,118,16,-1,0,1729320812575
31,88,3,1,0,1729320952680
30,284,3,-1,0,1729321611905
34,159,6,-1,0,1729321823272
30,286,1,0,0,1729321946463
26,104,3,-1,0,1729322050674
26,104,0,-1,0,1729322053474
28,119,17,0,0,1729322062250
34,161,3,0,0,1729322143079
29,134,5,-1,0,1729322230611
29,134,3,-1,0,1729322256779
28,120,15,1,0,1729322451275
28,121,1,1,0,1729322783292
30,290,4,-1,0,1729322889374
26,105,7,0,0,1729322979985
28,121,9,-1,0,1729322983676
28,121,6,-1,0,1729322987177
34,164,9,1,0,1729323109684
29,136,6,1,0,1729323266496
26,106,5,-1,0,1729323586788
26,106,4,-1,0,1729323609074
34,165,8,1,0,1729323743277
31,93,3,1,0,1729323877786
34,166,10,-1,0,1729324302173
30,295,5,-1,0,1729324325660
34,166,4,-1,0,1729324342173
34,167,2,-1,0,1729324396794
34,167,11,-1,0,1729324402076
29,137,0,0,0,1729324412977
34,167,10,0,0,1729324449522
28,124,17,-1,0,1729324549786
30,297,0,0,0,1729324690355
30,300,1,-1,0,1729325224792
34,168,4,1,0,1729325235987
29,140,3,-1,0,1729325345942
29,141,9,0,0,1729325442574
30,304,5,-1,0,1729325703467
28,125,17,0,0,1729325806777
31,98,1,-1,0,1729325872411
31,96,5,-1,0,1729325878073
34,171,10,1,0,1729325911386
30,308,1,-1,0,1729325917782
30,308,0,-1,0,1729325926975
34,171,6,1,0,1729325960173
34,172,5,-1,0,1729326008880
30,309,5,-1,0,1729326270673
34,173,7,-1,0,1729326527458
28,126,7,-1,0,1729326717183
30,312,6,-1,0,1729326941736
34,174,11,1,0,1729326946783
30,312,2,0,0,1729326960101
34,175,0,-1,0,1729327143469
34,174,2,1,0,1729327247488
29,145,2,0,0,1729327340675
28,127,17,-1,0,1729327434168
34,177,9,1,0,1729327463616
34,176,1,-1,0,1729327477173
29,146,10,1,0,1729327633077
29,146,9,-1,0,1729327876727
26,111,3,0,0,1729328115714
30,316,4,-1,0,1729328244887
29,148,2,-1,0,1729328271266
29,148,5,-1,0,1729328274984
29,148,8,-1,0,1729328294877
28,129,16,-1,0,1729328356883
29,149,6,0,0,1729328383073
31,103,0,-1,0,1729328393644
29,149,7,0,0,1729328406377
31,103,2,1,0,1729328407199
30,318,1,-1,0,1729328966141
29,150,8,0,0,1729329077938
34,181,7,-1,0,1729329195647
28,130,7,-1,0,1729329339100
28,130,10,1,0,1729329436926
34,182,5,-1,0,1729330009911
30,323,5,1,0,1729330090778
28,132,6,-1,0,1729330186694
28,99,17,-1,0,1729311631373
28,99,16,-1,0,1729311639402
28,99,5,0,0,1729311659773
31,74,6,-1,0,1729312229214
30,239,3,-1,0,1729312469779
28,102,14,-1,0,1729312601492
31,75,1,-1,0,1729312730988
28,103,0,-1,0,1729312758090
28,102,11,-1,0,1729312816132
34,138,5,0,0,1729313000281
29,113,8,-1,0,1729313126685
26,90,3,1,0,1729313310972
34,140,11,1,0,1729313418509
30,237,6,-1,0,1729313511914
26,86,7,-1,0,1729313536191
26,86,0,0,0,1729313546007
29,114,10,1,0,1729313600124
28,106,7,1,0,1729313800026
30,249,6,-1,0,1729313933174
28,107,2,1,0,1729314163388
30,250,0,-1,0,1729314345878
30,251,3,1,0,1729315533886
30,253,4,-1,0,1729315715714
26,93,2,-1,0,1729315827307
28,109,7,1,0,1729315904374
28,109,8,1,0,1729315917592
34,142,4,0,0,1729315923172
29,120,4,0,0,1729316194775
30,256,1,-1,0,1729316296084
30,254,5,0,0,1729316310087
34,143,0,-1,0,1729316473598
30,259,6,0,0,1729316616392
34,144,6,0,0,1729316734281
30,260,2,-1,0,1729316744005
28,112,9,1,0,1729316775996
28,111,1,-1,0,1729316791574
28,112,4,1,0,1729316794986
28,112,2,1,0,1729316931804
29,125,2,-1,0,1729317027888
30,264,2,0,0,1729317038482
29,125,9,-1,0,1729317048193
26,97,0,-1,0,1729317087023
34,146,5,-1,0,1729317234205
34,146,8,1,0,1729317316735
31,83,1,-1,0,1729317475095
34,147,11,1,0,1729317851943
34,147,8,0,0,1729317964701
26,98,1,1,0,1729317987437
29,129,3,0,0,1729318110590
34,150,8,1,0,1729318141973
30,271,5,1,0,1729318262481
31,85,1,-1,0,1729318638092
28,114,0,-1,0,1729318773576
31,86,0,1,0,1729318930095
34,151,7,0,0,1729319193973
30,274,6,-1,0,1729319509175
30,275,6,-1,0,1729319781473
26,100,4,-1,0,1729319932293
28,116,10,0,0,1729320072205
29,131,8,1,0,1729320158278
29,131,6,1,0,1729320179979
31,69,0,0,0,1729320207934
34,156,0,0,0,1729320363304
34,156,6,0,0,1729320372758
34,157,10,1,0,1729320479271
29,132,6,-1,0,1729320565894
29,133,0,-1,0,1729320655286
28,118,5,0,0,1729320837635
34,158,9,-1,0,1729320966889
30,284,5,-1,0,1729321617728
31,90,3,1,0,1729321825894
31,90,0,1,0,1729321851872
30,287,0,0,0,1729321951776
28,119,6,0,0,1729322052878
34,161,7,1,0,1729322061184
28,119,10,0,0,1729322151028
28,119,9,0,0,1729322238212
34,162,10,1,0,1729322246700
28,120,9,1,0,1729322457213
28,121,15,-1,0,1729322791885
30,290,2,0,0,1729322896336
28,121,10,-1,0,1729322980472
34,164,5,1,0,1729323119675
29,136,5,-1,0,1729323270978
26,106,3,1,0,1729323587873
28,122,10,1,0,1729323762184
31,93,5,-1,0,1729323879904
31,94,4,-1,0,1729324303901
34,166,11,1,0,1729324312074
30,294,1,-1,0,1729324313804
34,166,6,-1,0,1729324322974
29,137,10,1,0,1729324401023
29,137,5,-1,0,1729324409491
34,167,8,1,0,1729324419279
29,138,3,1,0,1729324475299
28,124,14,-1,0,1729324556074
30,297,1,0,0,1729324698281
30,299,0,-1,0,1729325230596
29,140,8,-1,0,1729325349572
29,141,3,1,0,1729325388879
34,169,4,-1,0,1729325468331
30,304,1,1,0,1729325707474
28,125,14,-1,0,1729325811045
30,307,1,1,0,1729325876210
34,172,2,-1,0,1729326024693
30,310,2,-1,0,1729326274521
31,99,0,-1,0,1729326530484
28,126,10,0,0,1729326726983
30,312,5,1,0,1729326946172
34,174,7,0,0,1729327143624
34,174,9,0,0,1729327255589
30,314,1,-1,0,1729327346492
28,127,1,0,0,1729327437341
28,127,15,0,0,1729327441477
34,176,2,-1,0,1729327448637
28,127,6,-1,0,1729327466468
34,176,7,-1,0,1729327470882
29,146,1,0,0,1729327655774
29,146,3,0,0,1729327898891
26,111,6,0,0,1729328119948
31,102,3,-1,0,1729328250682
30,316,0,0,0,1729328267273
31,102,7,0,0,1729328301310
28,129,14,-1,0,1729328363715
28,129,15,-1,0,1729328367127
30,318,4,-1,0,1729328973408
29,150,6,0,0,1729329093191
34,179,9,-1,0,1729329216787
28,130,15,-1,0,1729329341191
29,153,4,0,0,1729329365376
29,153,6,-1,0,1729329366787
31,104,0,-1,0,1729329461888
31,104,1,1,0,1729329472284
31,104,2,-1,0,1729329478021
34,182,7,-1,0,1729330016685
30,323,2,-1,0,1729330093482
34,183,1,-1,0,1729330186988
26,115,5,-1,0,1729330266779
26,115,4,-1,0,1729330274683
26,115,0,-1,0,1729330281519
29,156,3,-1,0,1729330287755
34,185,6,0,0,1729330360580
31,105,3,1,0,1729330414698
29,158,4,-1,0,1729330437407
31,105,5,1,0,1729330439773
29,158,5,-1,0,1729330453784
31,105,3,1,0,1729330453802
31,106,2,0,0,1729330472778
30,325,4,0,0,1729330512491
30,321,1,-1,0,1729330515371
28,134,9,-1,0,1729330525793
28,134,15,-1,0,1729330577093
31,107,5,-1,0,1729330645321
30,327,0,1,0,1729330808987
30,328,5,-1,0,1729330929475
28,135,4,-1,0,1729330959982
29,159,8,-1,0,1729330984584
28,99,4,0,0,1729311634908
28,99,15,-1,0,1729311654156
31,74,7,-1,0,1729312231381
28,102,5,1,0,1729312470579
30,239,1,1,0,1729312484183
30,239,6,-1,0,1729312494888
34,136,10,-1,0,1729312608273
31,75,7,1,0,1729312737273
28,102,16,-1,0,1729312817621
28,103,6,-1,0,1729312823226
28,102,14,-1,0,1729312830473
34,137,9,0,0,1729313006579
34,137,10,1,0,1729313014880
29,113,9,-1,0,1729313138698
30,243,1,1,0,1729313166088
28,104,15,0,0,1729313175934
30,244,3,1,0,1729313198600
26,89,0,1,0,1729313216099
26,90,0,1,0,1729313314876
26,90,4,-1,0,1729313332132
28,105,15,1,0,1729313345581
30,237,6,-1,0,1729313430194
30,237,0,-1,0,1729313515960
30,237,5,0,0,1729313519905
26,86,6,-1,0,1729313533674
26,86,4,-1,0,1729313541468
29,114,8,-1,0,1729313611580
31,76,5,-1,0,1729313847878
29,116,10,0,0,1729313974083
28,107,11,0,0,1729314169711
28,108,6,-1,0,1729314507291
34,141,9,1,0,1729315540390
30,253,0,0,0,1729315718792
26,93,7,-1,0,1729315829579
29,119,0,0,0,1729315954880
30,254,3,-1,0,1729316203894
30,256,3,-1,0,1729316301049
30,256,0,-1,0,1729316309475
34,143,6,-1,0,1729316479680
30,259,1,-1,0,1729316625099
34,144,11,1,0,1729316738075
28,110,2,1,0,1729316746578
28,112,16,1,0,1729316758275
28,112,15,-1,0,1729316772382
28,111,9,-1,0,1729316788274
30,262,1,-1,0,1729316939072
29,126,6,-1,0,1729317121274
29,127,5,-1,0,1729317239277
34,146,3,-1,0,1729317331274
29,128,10,1,0,1729317366481
30,266,6,-1,0,1729317370277
30,266,5,-1,0,1729317372474
31,83,6,-1,0,1729317480473
31,83,0,-1,0,1729317494144
34,147,6,0,0,1729317881395
26,98,3,0,0,1729317971713
34,149,1,1,0,1729318111881
34,150,1,0,0,1729318128777
30,271,6,-1,0,1729318266190
31,85,2,0,0,1729318653974
34,152,6,-1,0,1729318788680
31,86,7,-1,0,1729318954786
34,151,11,1,0,1729319211337
30,274,2,-1,0,1729319515739
30,275,5,0,0,1729319785279
26,100,3,0,0,1729319935479
28,116,15,-1,0,1729320075495
28,116,16,-1,0,1729320082684
28,117,16,0,0,1729320160588
29,131,4,0,0,1729320172495
29,131,3,0,0,1729320186469
34,156,10,0,0,1729320368554
26,101,7,0,0,1729320381436
34,157,11,1,0,1729320485399
31,69,4,1,0,1729320568880
29,132,9,-1,0,1729320660392
28,118,12,1,0,1729320846579
34,158,8,1,0,1729320972874
34,158,7,-1,0,1729320983188
30,284,6,-1,0,1729321618674
31,90,2,1,0,1729321830994
30,286,0,0,0,1729321952071
26,104,5,-1,0,1729322055377
28,119,7,0,0,1729322163395
28,120,4,-1,0,1729322325296
31,91,3,0,0,1729322507477
28,121,16,1,0,1729322811040
31,92,2,1,0,1729322909491
26,105,4,0,0,1729322981088
34,164,1,-1,0,1729323123916
29,136,4,-1,0,1729323278084
26,106,6,0,0,1729323596180
26,106,7,1,0,1729323601974
28,122,3,-1,0,1729323778971
31,93,2,1,0,1729323895453
30,294,5,-1,0,1729324305279
30,294,3,-1,0,1729324316693
30,295,0,0,0,1729324333275
30,296,6,-1,0,1729324402576
29,139,7,-1,0,1729324481794
28,124,1,-1,0,1729324562358
30,297,4,-1,0,1729324700426
30,300,4,-1,0,1729325242696
29,140,10,1,0,1729325356072
34,169,7,-1,0,1729325472175
30,304,4,-1,0,1729325710073
30,304,3,-1,0,1729325717481
28,125,5,1,0,1729325818781
34,171,3,-1,0,1729325891717
34,172,8,-1,0,1729326028978
30,311,2,-1,0,1729326339084
34,173,9,1,0,1729326540175
28,126,5,-1,0,1729326739904
30,312,0,0,0,1729326955474
34,175,10,0,0,1729327148884
29,145,0,0,0,1729327268994
26,109,2,-1,0,1729327355375
28,127,0,1,0,1729327494571
29,146,0,-1,0,1729327668352
29,147,8,-1,0,1729327943199
26,111,0,1,0,1729328123073
29,148,10,0,0,1729328251175
29,148,1,0,0,1729328281874
28,129,8,-1,0,1729328314989
28,129,12,-1,0,1729328370775
29,149,3,-1,0,1729328385878
30,318,5,-1,0,1729328979360
29,150,3,0,0,1729329098881
34,181,2,0,0,1729329220471
28,130,6,-1,0,1729329345778
29,152,9,0,0,1729329358094
31,104,3,1,0,1729329463891
29,154,1,-1,0,1729330018772
34,182,9,-1,0,1729330094174
34,183,9,1,0,1729330190435
28,132,0,-1,0,1729330206976
34,184,11,1,0,1729330298693
29,156,0,-1,0,1729330305072
29,157,10,1,0,1729330324071
34,185,4,-1,0,1729330338466
34,184,5,1,0,1729330349275
34,185,2,1,0,1729330354972
29,157,4,0,0,1729330361074
29,157,1,-1,0,1729330367074
29,158,0,1,0,1729330417973
29,158,2,1,0,1729330431306
31,105,0,1,0,1729330441775
31,106,3,0,0,1729330449745
31,105,7,-1,0,1729330451042
31,106,4,-1,0,1729330459158
30,321,4,-1,0,1729330518683
30,321,0,-1,0,1729330522578
30,325,2,0,0,1729330580302
31,107,1,1,0,1729330647443
30,328,6,-1,0,1729330886208
29,159,5,-1,0,1729330939843
29,159,4,-1,0,1729330962272
28,99,7,0,0,1729311638474
28,99,6,-1,0,1729311658174
28,99,0,-1,0,1729311665394
31,74,3,1,0,1729312239653
34,135,4,-1,0,1729312240900
30,239,2,1,0,1729312473873
28,102,13,-1,0,1729312617076
31,75,4,-1,0,1729312740176
28,102,12,-1,0,1729312820350
34,137,11,0,0,1729313026796
30,242,3,1,0,1729313146176
30,242,2,-1,0,1729313151573
28,103,13,-1,0,1729313160683
30,243,6,1,0,1729313168277
28,104,7,0,0,1729313170875
30,243,5,-1,0,1729313174004
28,104,5,0,0,1729313192073
28,104,6,0,0,1729313209376
28,104,12,0,0,1729313210682
26,89,6,-1,0,1729313222680
28,105,8,0,0,1729313318991
28,105,4,0,0,1729313332230
28,105,0,0,0,1729313336692
28,105,2,0,0,1729313340493
34,140,4,1,0,1729313433875
30,237,2,0,0,1729313517892
26,86,3,1,0,1729313544171
30,247,4,-1,0,1729313546544
29,114,7,0,0,1729313623190
29,115,10,-1,0,1729313849977
29,116,3,-1,0,1729313990293
28,107,5,-1,0,1729314176089
29,117,1,-1,0,1729314880282
29,117,9,-1,0,1729314884788
30,251,6,1,0,1729315541891
30,251,5,-1,0,1729315564890
30,253,1,-1,0,1729315721010
34,142,10,-1,0,1729315830780
29,119,3,0,0,1729315960792
29,120,2,0,0,1729316205074
30,254,4,0,0,1729316303603
30,256,5,-1,0,1729316313735
34,143,10,-1,0,1729316486871
29,121,2,1,0,1729316631572
29,121,4,-1,0,1729316642773
29,121,3,-1,0,1729316660387
29,121,5,-1,0,1729316672891
28,111,5,-1,0,1729316759771
34,144,10,-1,0,1729316769416
29,124,9,-1,0,1729316788876
28,111,15,1,0,1729316794503
28,111,14,1,0,1729316799344
28,112,6,1,0,1729316950345
28,112,9,1,0,1729316968673
28,112,1,1,0,1729316980871
29,126,0,0,0,1729317137636
34,146,1,1,0,1729317239591
29,128,8,1,0,1729317332784
34,146,7,-1,0,1729317349349
30,266,3,-1,0,1729317369746
30,266,1,-1,0,1729317372896
31,83,5,0,0,1729317483426
34,148,11,0,0,1729317885375
34,148,1,-1,0,1729317895395
34,147,1,-1,0,1729317974505
26,98,6,-1,0,1729317978405
34,149,4,1,0,1729318117775
29,129,1,-1,0,1729318130587
30,271,3,1,0,1729318272991
31,85,0,0,0,1729318658682
28,114,2,-1,0,1729318790212
31,86,4,-1,0,1729318963749
34,151,10,0,0,1729319223172
34,154,8,1,0,1729319583882
30,275,2,0,0,1729319788477
26,100,0,-1,0,1729319950174
28,117,15,-1,0,1729320080988
28,116,9,-1,0,1729320085023
29,131,2,-1,0,1729320164681
28,117,6,0,0,1729320176020
28,117,10,0,0,1729320188758
29,131,5,-1,0,1729320197392
29,131,9,-1,0,1729320204182
31,69,3,-1,0,1729320206573
34,156,7,0,0,1729320373997
30,279,1,0,0,1729320487399
31,69,2,0,0,1729320571174
29,133,4,1,0,1729320664489
28,118,17,-1,0,1729320863278
34,158,2,1,0,1729320977425
30,284,1,-1,0,1729321621690
34,159,9,-1,0,1729321832791
34,159,3,-1,0,1729321842174
30,287,3,-1,0,1729321955172
34,161,9,1,0,1729322077592
34,162,9,-1,0,1729322170675
29,134,8,-1,0,1729322199197
28,120,7,0,0,1729322328697
31,91,2,1,0,1729322512701
30,289,1,-1,0,1729322813178
30,289,6,-1,0,1729322816973
31,92,1,-1,0,1729322910293
26,105,5,0,0,1729322982493
26,105,3,0,0,1729322985796
30,292,6,-1,0,1729323130196
30,292,3,1,0,1729323139877
29,136,8,1,0,1729323296453
26,106,2,1,0,1729323603686
28,122,5,1,0,1729323784975
31,93,4,-1,0,1729323898925
30,294,2,0,0,1729324310831
34,166,0,1,0,1729324343874
30,296,1,-1,0,1729324406783
29,138,5,-1,0,1729324481981
28,124,16,-1,0,1729324567573
30,297,2,0,0,1729324702540
34,168,1,-1,0,1729325256674
29,141,6,0,0,1729325360209
34,169,1,0,0,1729325475974
30,304,6,-1,0,1729325712882
34,170,7,-1,0,1729325722694
34,170,4,0,0,1729325730185
34,170,8,0,0,1729325739874
34,170,3,0,0,1729325751291
34,170,1,1,0,1729325776974
30,306,0,-1,0,1729325819801
31,96,1,1,0,1729325820989
30,306,5,0,0,1729325826642
28,125,6,-1,0,1729325836587
31,97,3,-1,0,1729325850981
30,307,3,-1,0,1729325869969
31,98,5,0,0,1729325870169
34,171,9,1,0,1729325920252
30,308,4,0,0,1729325933397
34,172,1,-1,0,1729326033197
30,311,1,-1,0,1729326416648
29,143,2,0,0,1729326558405
28,126,13,0,0,1729326755674
28,126,12,-1,0,1729326790187
30,312,1,-1,0,1729326965984
34,174,5,0,0,1729327150464
34,174,3,0,0,1729327278413
30,313,0,0,0,1729327280672
28,127,2,1,0,1729327367376
26,109,0,-1,0,1729327390386
28,127,14,-1,0,1729327509174
34,177,3,0,0,1729327672975
29,147,5,-1,0,1729327949691
34,178,11,1,0,1729328138443
29,148,6,-1,0,1729328256684
31,102,1,1,0,1729328262136
29,148,3,0,0,1729328289097
31,103,3,1,0,1729328380988
29,149,4,-1,0,1729328396411
30,319,0,-1,0,1729328984977
29,150,9,0,0,1729329103880
29,151,10,1,0,1729329230182
28,99,12,-1,0,1729311646594
26,86,7,0,0,1729311660874
26,86,6,-1,0,1729311692975
26,87,6,-1,0,1729311694086
26,86,5,-1,0,1729311696273
26,87,2,-1,0,1729311697876
26,87,7,-1,0,1729311703790
26,86,0,0,0,1729311704987
26,87,1,-1,0,1729311707774
26,87,4,-1,0,1729311711185
26,87,5,-1,0,1729311714106
26,86,1,1,0,1729311714981
26,86,4,-1,0,1729311718295
26,87,0,-1,0,1729311719479
26,87,3,0,0,1729311725276
34,132,7,-1,0,1729311734393
28,100,4,-1,0,1729311747495
28,100,10,-1,0,1729311763587
34,133,6,0,0,1729311769379
28,100,9,-1,0,1729311770380
34,134,11,0,0,1729311773188
28,100,0,-1,0,1729311775997
28,100,13,-1,0,1729311779286
34,134,10,-1,0,1729311780486
34,133,1,-1,0,1729311784092
28,100,3,-1,0,1729311785875
28,100,8,-1,0,1729311788186
34,133,10,-1,0,1729311788374
34,133,3,-1,0,1729311792171
34,134,5,0,0,1729311794873
34,133,8,-1,0,1729311799396
34,133,5,-1,0,1729311810791
34,134,1,-1,0,1729311812778
34,133,0,-1,0,1729311814575
34,134,6,-1,0,1729311823292
34,133,9,1,0,1729311823472
28,100,1,-1,0,1729311829189
34,134,8,1,0,1729311831592
28,100,14,-1,0,1729311833822
28,100,2,-1,0,1729311835713
28,100,12,-1,0,1729311839099
34,134,3,-1,0,1729311841592
34,133,6,0,0,1729311846874
28,100,5,-1,0,1729311850973
34,133,2,-1,0,1729311851174
34,134,2,0,0,1729311855088
28,100,6,-1,0,1729311857290
34,133,7,-1,0,1729311858084
28,100,7,-1,0,1729311860877
34,134,0,-1,0,1729311861573
34,133,11,1,0,1729311862292
28,100,17,1,0,1729311867749
34,133,4,-1,0,1729311868274
34,134,9,-1,0,1729311869273
